"job_title","seniority_level","status","location","post_date","industry","ownership","company_size","revenue","salary","skills","salary_clean","salary_min","salary_max","salary_num","salary_usd"
"data scientist","senior","hybrid","Tallinn, Harjumaa, Estonia . Hybrid","a month ago","Technology","Private","3,790","3,790","61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']","61775",61775,NA,61775,69521.585
"data scientist","senior",NA,"Bengaluru, Karnataka, India","a month ago","Technology","Private","590","590","23,238","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']","23238",23238,NA,23238,26152.0452
"machine learning engineer","lead","on-site","Seattle, WA . On-site","22 days ago","Finance","Public","290,760","290,760","196,372","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']","196372",196372,NA,196372,220997.0488
"data scientist","senior",NA,"Ukraine","7 days ago","Technology","Private","10,210","10,210","65,766","['amazon', 'deep learning', 'machine learning', 'python']","65766",65766,NA,65766,74013.0564
"data scientist","senior",NA,"Bengaluru, Karnataka, India","20 days ago","Technology","Public","524,588","524,588","33,047 - 52,697","['database', 'machine learning', 'java']","33047 - 52697",33047,NA,33047,37191.0938
"data scientist","midlevel","hybrid","Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid","14 days ago","Technology","Public","132,030","132,030","115,081","[]","115081",115081,NA,115081,129512.1574
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","14 days ago","Technology","Public","492,205","492,205","10,526 - 26,187","['sql', 'python']","10526 - 26187",10526,NA,10526,11845.9604
"data scientist",NA,"hybrid","Chicago, Illinois, United States . Hybrid","2 months ago","Technology","Private","3,560","3,560","127,872 - 137,005","[]","127872 - 137005",127872,NA,127872,143907.1488
"data scientist","senior","on-site","San Jose, CA","15 days ago","Retail","Public","55,140","55,140","158,011 - 180,296","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']","158011 - 180296",158011,NA,158011,177825.5794
"data scientist",NA,"remote",NA,"5 days ago","Technology","Private","900","900","164,405","[]","164405",164405,NA,164405,185021.387
"data scientist","senior",NA,"Tampa, FL","7 days ago","Technology","Public","27,420",NA,"77,776 - 140,590","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'matplotlib', 'tensorflow', 'tableau']","77776 - 140590",77776,NA,77776,87529.1104
"data scientist","senior","on-site","Annapolis Junction, MD","a month ago","Technology","Public","20,030",NA,"66,405 - 136,274","['sql', 'machine learning', 'r', 'python']","66405 - 136274",66405,NA,66405,74732.187
"data scientist","lead",NA,"Bengaluru, Karnataka, India","7 days ago","Finance","Public","290,770","290,770","27,553 - 43,657","['machine learning', 'python']","27553 - 43657",27553,NA,27553,31008.1462
"data scientist","senior",NA,"Zurich, Zurich, Switzerland","5 days ago","Technology","Public","258,810","258,810","148,524 - 185,955","[]","148524 - 185955",148524,NA,148524,167148.9096
"data scientist","lead","on-site","South San Francisco, CA","16 days ago","Healthcare","Public","93,570","93,570","159,837","['pytorch', 'aws', 'machine learning', 'gcp', 'azure', 'tensorflow']","159837",159837,NA,159837,179880.5598
"data scientist","midlevel","remote","San Salvador, San Salvador, El Salvador . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,213","['sql', 'machine learning', 'python']","25213",25213,NA,25213,28374.7102
"data scientist","lead",NA,"Columbia, MD","a month ago","Technology","Private","180","180","100,474 - 146,140","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']","100474 - 146140",100474,NA,100474,113073.4396
"data scientist","senior","on-site","Atlanta, GA","2 months ago","Retail","Public","500,010",NA,"116,908","['sql', 'tableau', 'python']","116908",116908,NA,116908,131568.2632
"data scientist","senior","hybrid","Cambridge, MA . Hybrid","14 days ago","Healthcare","Public","107,730","107,730","120,837 - 224,408","['r', 'python']","120837 - 224408",120837,NA,120837,135989.9598
"data scientist","senior","hybrid","Brooklyn Park, MN . Hybrid","21 days ago","Retail","Public","409,060","409,060","86,769 - 156,182","['python', 'scala', 'sql', 'machine learning', 'hadoop', 'deep learning']","86769 - 156182",86769,NA,86769,97649.8326
"data scientist",NA,"hybrid","Chennai, Tamil Nadu, India . Hybrid","2 months ago","Technology","Private","3,520","3,520","34,569","[]","34569",34569,NA,34569,38903.9526
"data scientist","senior","on-site","Bentonville, AR","16 days ago","Retail","Public",NA,NA,"98,645 - 197,284","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']","98645 - 197284",98645,NA,98645,111015.083
"data scientist","senior","on-site","Málaga, Andalusia, Spain","7 days ago","Finance","Private","312,060","312,060","28,046","['pandas', 'numpy', 'python', 'machine learning', 'azure']","28046",28046,NA,28046,31562.9684
"data scientist","senior","hybrid","Malvern, PA . Hybrid","4 days ago","Finance","Private","20,600","20,600","115,087 - 127,874","['machine learning']","115087 - 127874",115087,NA,115087,129518.9098
"machine learning engineer","lead","on-site","New York, NY . On-site","a month ago","Finance","Public","290,740","290,740","164,408","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']","164408",164408,NA,164408,185024.7632
"machine learning engineer","junior","on-site","San Jose, CA","8 months ago","Technology","Private","110,010","110,010","132,436 - 228,335","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']","132436 - 228335",132436,NA,132436,149043.4744
"data scientist","senior","on-site","Sunnyvale, CA","14 days ago","Technology","Public","258,790","258,790","207,334 - 292,273","['sql', 'r', 'python']","207334 - 292273",207334,NA,207334,233333.6836
"data scientist","senior","on-site","Massachusetts, United States . Massachusetts, Amerika Syarikat","a month ago","Finance","Public","62,030","62,030","157,012 - 263,789","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']","157012 - 263789",157012,NA,157012,176701.3048
"data scientist","senior","hybrid","Alpharetta, GA . Hybrid","7 days ago","Finance","Public","11,060","11,060","94,080","['machine learning']","94080",94080,NA,94080,105877.632
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","14 days ago","Technology","Public","492,205","492,205","10,529 - 26,190","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']","10529 - 26190",10529,NA,10529,11849.3366
"data scientist","senior","hybrid","Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid","2 months ago","Finance","Public","18,170","18,170","101,126 - 151,688","['pandas', 'git', 'python', 'sql', 'matplotlib']","101126 - 151688",101126,NA,101126,113807.2004
"machine learning engineer","senior","on-site","Seattle, WA","14 days ago","Technology","Public","26,050",NA,"252,999","['scala', 'machine learning', 'python']","252999",252999,NA,252999,284725.0746
"data scientist","senior","remote","California, United States","8 days ago","Healthcare",NA,"120,050","120,050","159,841","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']","159841",159841,NA,159841,179885.0614
"data scientist","senior","hybrid","New York, NY . Hybrid","7 days ago","Technology","Public","5,030","5,030","135,178 - 168,971","[]","135178 - 168971",135178,NA,135178,152129.3212
"data scientist","senior","hybrid","Alpharetta, GA . Hybrid","7 days ago","Technology","Public","261,070","261,070","85,860 - 150,249","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']","85860 - 150249",85860,NA,85860,96626.844
"data scientist","lead",NA,"Singapore, Singapore","20 days ago","Finance","Public","30,840",NA,"67,039","['spark', 'git', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']","67039",67039,NA,67039,75445.6906
"machine learning engineer","senior","on-site","Newport Beach, CA","19 days ago","Technology","Public","117,760","117,760","114,169 - 127,869","['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']","114169 - 127869",114169,NA,114169,128485.7926
"data scientist","senior","on-site","Seattle, WA . Santa Clara, CA","11 days ago","Retail","Public","865,476","865,476","149,803 - 168,061","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']","149803 - 168061",149803,NA,149803,168588.2962
"data scientist","senior","hybrid","Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid","6 days ago","Technology","Public","132,040","132,040","73,984","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'java', 'sklearn', 'sql', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow', 'tableau']","73984",73984,NA,73984,83261.5936
"data scientist","senior",NA,"Bengaluru, Karnataka, India","13 days ago","Technology","Public","26,090",NA,"32,733","['sql', 'tableau', 'python']","32733",32733,NA,32733,36837.7182
"data scientist","senior","remote","Canada . Fully Remote","14 days ago","Technology","Private","30","30","137,004 - 155,270","['sql', 'machine learning', 'tableau', 'python']","137004 - 155270",137004,NA,137004,154184.3016
"data scientist","senior","on-site","Bethesda, MD . On-site","a month ago","Technology","Public","27,410",NA,"95,587 - 172,786","['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']","95587 - 172786",95587,NA,95587,107573.6098
"data scientist","midlevel","on-site","Noida, Uttar Pradesh, India","7 days ago","Healthcare","Public","37,950",NA,"18,199","['spark', 'python', 'sql', 'machine learning', 'deep learning']","18199",18199,NA,18199,20481.1546
"data scientist","senior",NA,"Noida, Uttar Pradesh, India . Bengaluru, Karnataka, India","16 days ago","Technology","Public","21,300","21,300","29,932 - 37,411","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'scala', 'sql', 'hadoop', 'machine learning', 'keras', 'azure']","29932 - 37411",29932,NA,29932,33685.4728
"data scientist","senior","hybrid","Greenwood Village, CO . Hybrid","9 days ago","Technology","Public","96,040",NA,"80,559","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow']","80559",80559,NA,80559,90661.0986
"data scientist","senior","on-site",NA,"2 days ago","Technology","Public","5,570","5,570","189,974","[]","189974",189974,NA,189974,213796.7396
"data scientist","senior","on-site","Chantilly, VA . On-site","a month ago","Technology","Public","26,040","26,040","114,169","['aws', 'azure']","114169",114169,NA,114169,128485.7926
"data scientist","midlevel","remote","Quito, Pichincha, Ecuador . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,216","['sql', 'machine learning', 'python']","25216",25216,NA,25216,28378.0864
"data scientist","midlevel","remote","Podgorica, Montenegro . Fully Remote","14 days ago","Technology",NA,"Private",NA,"25,212","['sql', 'machine learning', 'python']","25212",25212,NA,25212,28373.5848
"data scientist","senior","hybrid","Hickam Village, HI . Hybrid","14 days ago","Technology","Public","27,020",NA,"90,425 - 205,504","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'java', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'matplotlib', 'tensorflow']","90425 - 205504",90425,NA,90425,101764.295
"data scientist","lead",NA,"Hyderabad, Telangana, India","6 days ago","Technology","Private","180","180","19,776","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']","19776",19776,NA,19776,22255.9104
"data scientist","senior","on-site","San Francisco, CA","7 days ago","Technology","Public","6,040","6,040","184,128 - 240,389","['tableau', 'sql', 'r', 'python']","184128 - 240389",184128,NA,184128,207217.6512
"data scientist","senior","on-site","Mountain View, CA","14 days ago","Technology","Public","258,800","258,800","167,139 - 247,512","['sql', 'r', 'python']","167139 - 247512",167139,NA,167139,188098.2306
"data scientist","senior","hybrid","Chennai, Tamil Nadu, India . Hybrid","21 days ago","Technology","Public","34,640","34,640","33,313 - 42,993","['r', 'python', 'sql', 'gcp', 'machine learning']","33313 - 42993",33313,NA,33313,37490.4502
"data scientist","senior",NA,"Singapore, Singapore","2 months ago","Technology","Public","36,090",NA,"104,650 - 128,175","['pytorch', 'python', 'scala', 'machine learning', 'deep learning', 'tensorflow']","104650 - 128175",104650,NA,104650,117773.11
"data scientist","senior","on-site","Hyderabad, Telangana, India","4 days ago","Technology","Private","180","180","19,777","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']","19777",19777,NA,19777,22257.0358
"data scientist","junior",NA,"Charlotte, NC . New York, NY","23 days ago","Finance","Public","274,250","274,250","132,436 - 146,136","['machine learning', 'matplotlib', 'python']","132436 - 146136",132436,NA,132436,149043.4744
"data scientist","senior",NA,"New York, NY","3 months ago","Healthcare","Private","76,030","76,030","66,122 - 99,997","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure']","66122 - 99997",66122,NA,66122,74413.6988
"data scientist","senior","on-site","Reston, VA . On-site","a month ago","Technology","Public","26,030","26,030","114,169","['pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']","114169",114169,NA,114169,128485.7926
"data scientist","senior","hybrid","New York, NY . Hybrid","7 days ago","Technology","Public","5,030","5,030","135,177 - 168,970","[]","135177 - 168970",135177,NA,135177,152128.1958
"data scientist","midlevel","hybrid","Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid","7 days ago","Technology","Public","34,640","34,640","24,064 - 45,170","['pytorch', 'scikit-learn', 'python', 'machine learning', 'tensorflow']","24064 - 45170",24064,NA,24064,27081.6256
"machine learning engineer","senior","on-site","Mountain View, California (HQ) . On-site","7 days ago","Technology","Private","900","900","167,893 - 252,056","[]","167893 - 252056",167893,NA,167893,188946.7822
"data scientist","senior","on-site","Bengaluru, Karnataka, India","2 months ago","Retail","Public","409,050","409,050","31,213 - 58,200","['spark', 'machine learning', 'python']","31213 - 58200",31213,NA,31213,35127.1102
"machine learning engineer","junior","on-site","San Jose, CA","14 days ago","Technology","Private","110,010","110,010","132,436 - 216,919","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']","132436 - 216919",132436,NA,132436,149043.4744
"data scientist","senior","hybrid","London, England, United Kingdom . Londýn, Anglie, Spojené království . Hybrid","3 months ago","Technology","Private","263,560","263,560","73,983","['pytorch', 'aws', 'scikit-learn', 'docker', 'deep learning', 'machine learning', 'kubernetes', 'keras', 'azure', 'tensorflow']","73983",73983,NA,73983,83260.4682
"data scientist","senior",NA,"North Reading, MA","a month ago","Retail","Public","865,456","865,456","155,274 - 182,674","['amazon', 'r', 'python', 'sql', 'machine learning']","155274 - 182674",155274,NA,155274,174745.3596
"data scientist","senior","hybrid","Berlin, Berlin, Germany . Hybrid","7 days ago","Technology","Private","3,800","3,800","98,643","['sql', 'r', 'python']","98643",98643,NA,98643,111012.8322
"data scientist","senior","on-site","Atlanta, GA","16 days ago","Technology","Public","261,010","261,010","85,861 - 150,250","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']","85861 - 150250",85861,NA,85861,96627.9694
"data scientist","senior","on-site","Mountain View, CA","14 days ago","Technology","Public","182,308","182,308","144,680 - 235,647","['sql', 'python']","144680 - 235647",144680,NA,144680,162822.872
"data scientist","senior",NA,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ","2 months ago","Healthcare","Public","300,050","300,050","131,703 - 263,405","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']","131703 - 263405",131703,NA,131703,148218.5562
"data scientist","senior","remote","Stockholm, Stockholm County, Sweden","7 days ago","Technology","Public","132,000","132,000","52,506","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']","52506",52506,NA,52506,59090.2524
"data scientist","senior",NA,"Chennai, Tamil Nadu, India","11 days ago","Technology","Private","590","590","23,239","['aws', 'scikit-learn', 'python', 'machine learning', 'gcp', 'keras', 'deep learning', 'tensorflow']","23239",23239,NA,23239,26153.1706
"data scientist",NA,"remote",NA,"2 days ago","Technology","Public","4,110","4,110","158,829 - 178,648","[]","158829 - 178648",158829,NA,158829,178746.1566
"data scientist","senior","hybrid","Bengaluru, Karnataka, India . Hybrid","8 days ago","Technology","Public","34,680","34,680","33,111 - 47,625","[]","33111 - 47625",33111,NA,33111,37263.1194
"data scientist","midlevel","hybrid","Herndon, VA . Hybrid","8 days ago","Technology","Public","27,010",NA,"71,394 - 161,915","['aws', 'machine learning', 'python']","71394 - 161915",71394,NA,71394,80346.8076
"data scientist","midlevel","on-site","McLean, VA . McLean, Virgínia, Estados Unidos","a month ago","Retail","Public","55,090","55,090","159,156 - 181,602","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']","159156 - 181602",159156,NA,159156,179114.1624
"data scientist","senior","on-site","Bentonville, AR . On-site","18 days ago","Retail","Public",NA,NA,"82,797 - 165,590","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']","82797 - 165590",82797,NA,82797,93179.7438
"machine learning engineer","senior",NA,"Bengaluru, Karnataka, India","8 days ago","Technology","Public","492,205","492,205","20,441","['aws', 'gcp', 'azure']","20441",20441,NA,20441,23004.3014
"data scientist","senior","hybrid","Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid","3 months ago","Technology","Public","34,690","34,690","113,614 - 195,810","['hadoop', 'sql']","113614 - 195810",113614,NA,113614,127861.1956
"data scientist","midlevel","hybrid","Annapolis Junction, MD . Fort Meade, MD . Hybrid","6 days ago","Technology","Public","27,030",NA,"71,396 - 161,917","['linux', 'machine learning', 'r', 'python']","71396 - 161917",71396,NA,71396,80349.0584
"data scientist","senior","on-site","Sunnyvale, CA","17 days ago","Retail","Public",NA,NA,"107,637 - 215,269","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']","107637 - 215269",107637,NA,107637,121134.6798
"data scientist","senior","on-site","Sunnyvale, CA","17 days ago","Retail","Public",NA,NA,"131,555 - 263,105","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']","131555 - 263105",131555,NA,131555,148051.997
"data scientist","midlevel","on-site","Boulder, CO","5 days ago","Technology","Public","258,780","258,780","152,711 - 224,466","['sql', 'r', 'python']","152711 - 224466",152711,NA,152711,171860.9594
"data scientist","senior","on-site","Santa Barbara, CA . Bellevue, WA","18 days ago","Retail","Public","865,436","865,436","160,991","['amazon', 'r', 'python', 'sql', 'tableau']","160991",160991,NA,160991,181179.2714
"data scientist","senior","on-site","Bellevue, WA . New York, United States . Santa Monica, CA","a month ago","Retail","Public","865,466","865,466","150,883 - 178,472","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']","150883 - 178472",150883,NA,150883,169803.7282
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","15 days ago","Technology","Public","492,195","492,195","10,605 - 26,380","['sql', 'python']","10605 - 26380",10605,NA,10605,11934.867
"data scientist","senior","on-site","Sunnyvale, CA","7 days ago","Retail","Public",NA,NA,"107,641 - 215,273","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']","107641 - 215273",107641,NA,107641,121139.1814
"data scientist","senior","hybrid","McLean, VA . Hybrid","a day ago","Technology","Public","27,060",NA,"91,081 - 206,992","['spark', 'python', 'sql', 'hadoop', 'machine learning']","91081 - 206992",91081,NA,91081,102502.5574
"data scientist","midlevel","hybrid","Richmond, VA . Hybrid","14 days ago","Retail","Public","55,110","55,110","145,905 - 166,511","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']","145905 - 166511",145905,NA,145905,164201.487
"data scientist","senior","hybrid","San Jose, CA . Hybrid","a month ago","Technology","Public","34,670","34,670","140,294 - 241,349","[]","140294 - 241349",140294,NA,140294,157886.8676
"data scientist","senior","on-site","New York, NY . Sunnyvale, CA","15 days ago","Technology","Public","258,790","258,790","208,832 - 294,386","['sql', 'r', 'python']","208832 - 294386",208832,NA,208832,235019.5328
"data scientist","lead","on-site","Plano, TX . Plano, Texas, Spojené státy . On-site","a month ago","Finance","Public","290,790","290,790","137,997","['spark', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning']","137997",137997,NA,137997,155301.8238
"data scientist","senior",NA,"Bengaluru, Karnataka, India","21 days ago","Retail","Public","865,416","865,416","29,758 - 110,330","['amazon', 'r', 'python', 'sql', 'machine learning']","29758 - 110330",29758,NA,29758,33489.6532
"data scientist","midlevel","on-site","New York, NY . New York, New York, Statele Unite Ale Americii","a month ago","Retail","Public","55,130","55,130","159,150 - 181,596","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']","159150 - 181596",159150,NA,159150,179107.41
"data scientist","senior",NA,"Atlanta, GA","a month ago","Technology","Public","17,050","17,050","174,789","['tableau', 'sql', 'r', 'python']","174789",174789,NA,174789,196707.5406
"data scientist","senior",NA,"Noida, Uttar Pradesh, India","a month ago","Technology","Private","263,610","263,610","4,082 - 10,125","['git', 'r', 'python', 'linux', 'sql', 'tableau']","4082 - 10125",4082,NA,4082,4593.8828
"data scientist","senior","on-site","Annapolis Junction, MD","25 days ago","Technology","Public","492,255","492,255","129,163 - 244,062","['machine learning', 'python']","129163 - 244062",129163,NA,129163,145360.0402
"data scientist","lead","on-site","Bellevue, WA","12 days ago","Technology","Public","94,570","94,570","189,513 - 258,507","['sql', 'machine learning', 'r', 'python']","189513 - 258507",189513,NA,189513,213277.9302
"data scientist","lead",NA,"London, England, United Kingdom","8 days ago","Finance","Public","290,800","290,800","116,803","['deep learning', 'python']","116803",116803,NA,116803,131450.0962
"data scientist","senior","on-site","Bentonville, AR","15 days ago","Retail","Public",NA,NA,"101,194 - 202,387","['pytorch', 'spark', 'r', 'python', 'scala', 'opencv', 'machine learning', 'deep learning', 'tensorflow']","101194 - 202387",101194,NA,101194,113883.7276
"data scientist","senior",NA,"Mountain View, CA","15 days ago","Technology","Public","17,030","17,030","170,195","['pandas', 'numpy', 'git', 'scikit-learn', 'python', 'linux', 'sql', 'machine learning', 'tableau']","170195",170195,NA,170195,191537.453
"data scientist","senior",NA,"Hyderabad, Telangana, India","a month ago","Retail","Public","865,476","865,476","44,815 - 99,272","['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']","44815 - 99272",44815,NA,44815,50434.801
"data scientist","lead","on-site","United States","5 days ago","Technology","Public","94,580","94,580","232,749 - 288,865","['machine learning']","232749 - 288865",232749,NA,232749,261935.7246
"machine learning engineer","senior",NA,"Bengaluru, Karnataka, India","8 days ago","Technology","Public","492,215","492,215","20,445","['aws', 'gcp', 'azure']","20445",20445,NA,20445,23008.803
"data scientist","senior","hybrid","Bellevue, WA . Hybrid","15 days ago","Retail","Public",NA,NA,"143,514 - 287,023","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure', 'tensorflow']","143514 - 287023",143514,NA,143514,161510.6556
"machine learning engineer","junior","on-site","San Jose, CA","14 days ago","Technology","Private","110,050","110,050","126,724 - 218,487","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']","126724 - 218487",126724,NA,126724,142615.1896
"data scientist","senior","on-site","Arlington, VA . West Hollywood, CA . New York, United States . Austin, TX . Palo Alto, CA + 2 More","25 days ago","Retail","Public","865,466","865,466","160,994 - 178,472","['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']","160994 - 178472",160994,NA,160994,181182.6476
"data scientist","midlevel","on-site","New York, NY","a month ago","Retail","Public","55,090","55,090","159,157 - 181,603","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']","159157 - 181603",159157,NA,159157,179115.2878
"data scientist","midlevel","on-site","Burlingame, CA","19 days ago","Technology","Public","94,570","94,570","159,153 - 222,628","['sql', 'machine learning', 'r', 'python']","159153 - 222628",159153,NA,159153,179110.7862
"data scientist","senior","on-site","Seattle, WA","a month ago","Retail","Public","865,476","865,476","119,600 - 220,792","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning']","119600 - 220792",119600,NA,119600,134597.84
"data scientist","senior","on-site","Nashville, TN . Bellevue, WA . Austin, TX . Arlington, VA . Bellevue, Washington, United States","11 days ago","Retail","Public","865,446","865,446","118,676 - 220,788","['amazon', 'spark', 'r', 'python', 'sql', 'hadoop']","118676 - 220788",118676,NA,118676,133557.9704
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","15 days ago","Technology","Public","492,255","492,255","10,605 - 26,380","['sql', 'python']","10605 - 26380",10605,NA,10605,11934.867
"data scientist","senior","hybrid","Bengaluru, Karnataka, India . Hybrid","8 days ago","Technology","Public","34,670","34,670","33,117 - 47,631","[]","33117 - 47631",33117,NA,33117,37269.8718
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","15 days ago","Technology","Public","492,215","492,215","10,602 - 26,377","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']","10602 - 26377",10602,NA,10602,11931.4908
"data scientist","midlevel","on-site","Seattle, WA","24 days ago","Retail","Public","865,436","865,436","110,400 - 220,791","['amazon', 'r', 'python', 'sql', 'machine learning']","110400 - 220791",110400,NA,110400,124244.16
"data scientist","senior","hybrid","Scottsdale, AZ . Hybrid","2 months ago","Technology","Public","34,660","34,660","104,879 - 211,591","['sql', 'powerbi', 'tableau', 'python']","104879 - 211591",104879,NA,104879,118030.8266
"data scientist","senior","on-site","Mountain View, CA","5 days ago","Technology","Public","258,770","258,770","129,716 - 185,832","['sql', 'r', 'python']","129716 - 185832",129716,NA,129716,145982.3864
"machine learning engineer","midlevel","on-site","Palo Alto, CA . Palo Alto, California, United States . On-site","a month ago","Finance","Public","290,770","290,770","131,552","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']","131552",131552,NA,131552,148048.6208
"data scientist","lead",NA,"Hyderabad, Telangana, India . Haidarábád, Telangána, Indie","a month ago","Finance","Public","290,770","290,770","54,950","['pytorch', 'machine learning', 'tensorflow', 'python']","54950",54950,NA,54950,61840.73
"data scientist","senior",NA,"Bengaluru, Karnataka, India . Bangalore, Karnataka, India","22 days ago","Technology","Public","524,628","524,628","33,283 - 53,075","['docker', 'kubernetes', 'java']","33283 - 53075",33283,NA,33283,37456.6882
"machine learning engineer","senior",NA,"Bengaluru, Karnataka, India","8 days ago","Technology","Public","492,225","492,225","20,445","['aws', 'gcp', 'azure']","20445",20445,NA,20445,23008.803
"data scientist","lead","on-site","New York, NY . On-site","21 days ago","Finance","Public","290,760","290,760","165,589","['machine learning', 'r', 'python']","165589",165589,NA,165589,186353.8606
"data scientist","senior","hybrid","Sunnyvale, CA . Hybrid","15 days ago","Retail","Public",NA,NA,"183,991","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']","183991",183991,NA,183991,207063.4714
"data scientist","midlevel","on-site","North Reading, MA . North Reading, Massachusetts, USA","a month ago","Retail","Public","865,416","865,416","122,355 - 220,787","['amazon', 'python', 'sql', 'hadoop', 'machine learning']","122355 - 220787",122355,NA,122355,137698.317
"machine learning engineer","midlevel",NA,"Bengaluru, Karnataka, India","19 days ago","Technology","Public","492,235","492,235","10,604 - 26,379","['machine learning']","10604 - 26379",10604,NA,10604,11933.7416
"data scientist","senior","on-site","Dublin, County Dublin, Ireland","8 days ago","Technology","Public","258,760","258,760","112,544","['sql', 'r', 'python']","112544",112544,NA,112544,126657.0176
