job_title,seniority_level,status,location,post_date,industry,ownership,company_size,revenue,salary_clean,avg_salary_usd,skills
data scientist,senior,hybrid,San Francisco Bay Area . Hybrid,a month ago,Technology,Private,150,150,164401 - 214633,185016.8854,"['pandas', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'opencv', 'sql', 'machine learning', 'gcp', 'deep learning']"
data scientist,senior,NA,"Barcelona, Catalonia, Spain",12 days ago,Technology,Private,"4,770","4,770",53099,59757.6146,"['deep learning', 'aws', 'machine learning', 'python']"
data scientist,senior,on-site,"San Diego, CA",21 days ago,Healthcare,Private,"1,530","1,530",167749 - 215676,188784.7246,"['pytorch', 'python', 'java', 'sql', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Palo Alto, CA . Vancouver, WA . Spring, TX",25 days ago,Technology,Public,"51,070",NA,140657 - 216600,158295.3878,"['sql', 'powerbi', 'machine learning', 'python']"
data scientist,senior,NA,"Atlanta, GA",6 months ago,Retail,Public,"500,010",NA,111435,125408.949,"['sql', 'tableau', 'python']"
data scientist,senior,hybrid,"San Jose, CA . Hybrid",3 months ago,Technology,Public,"34,660","34,660",139285 - 239614,156751.339,"['sql', 'machine learning', 'python']"
machine learning engineer,senior,remote,"Maplewood, MN",a day ago,Healthcare,Public,"22,020",NA,125529 - 153424,141270.33659999998,"['machine learning', 'python']"
data scientist,senior,remote,NA,4 days ago,Technology,Public,"4,110","4,110",184866 - 207973,208048.1964,[]
machine learning engineer,junior,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,245","492,245",10527 - 26188,11847.085799999999,['machine learning']
data scientist,senior,remote,"Denver, CO - Remote . Fully Remote",22 days ago,Technology,Public,"2,540",NA,137006 - 200939,154186.5524,[]
data scientist,senior,hybrid,"Washington, DC . Hybrid",a month ago,Technology,Public,"57,290","57,290",105769,119032.4326,"['r', 'python', 'sql', 'machine learning', 'matplotlib', 'tableau']"
NA,lead,hybrid,"New York, NY . Hybrid",5 days ago,Technology,Private,"52,380","52,380",200935 - 296834,226132.24899999998,"['aws', 'gcp', 'azure']"
data scientist,lead,hybrid,"San Francisco, CA . Hybrid",a month ago,Technology,Private,150,150,258479,290892.2666,[]
data scientist,senior,NA,"London, England, United Kingdom",2 months ago,Technology,Public,"10,060",NA,76371,85947.9234,"['powerbi', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,lead,hybrid,NA,a month ago,Technology,Private,"2,020","2,020",109604 - 200937,123348.3416,[]
machine learning engineer,senior,on-site,"Mountain View, California (HQ) . On-site",16 days ago,Technology,Private,900,900,184816 - 276788,207991.9264,[]
data scientist,senior,on-site,"London, England, United Kingdom",6 months ago,Technology,Public,"94,530","94,530",103877 - 144998,116903.1758,"['sql', 'r', 'python']"
machine learning engineer,senior,remote,United States . Fully Remote,21 days ago,Technology,Private,150,150,155272 - 200939,174743.1088,"['pytorch', 'aws', 'r', 'python', 'machine learning', 'gcp', 'deep learning']"
data scientist,senior,remote,United States . Fully Remote,14 days ago,Technology,Private,30,30,109601 - 173534,123344.9654,"['sql', 'tableau', 'python']"
data scientist,lead,remote,"New York, NY",7 days ago,Finance,Private,"8,010","8,010",136032 - 223478,153090.4128,"['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,NA,"Amsterdam, North Holland, Netherlands",a month ago,Technology,Public,"26,910","26,910",72513,81606.1302,"['tableau', 'sql', 'r', 'python']"
data scientist,NA,hybrid,NA,6 days ago,Education,Private,390,390,109600 - 137000,123343.84,[]
data scientist,senior,hybrid,"New York City, NY . San Francisco, CA . Hybrid",12 days ago,Finance,Private,780,780,175364 - 241124,197354.6456,[]
data scientist,midlevel,on-site,"Gurgaon, Haryana, India",15 days ago,Technology,Private,"30,060","30,060",24227,27265.0658,"['aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure']"
data scientist,senior,NA,"Palo Alto, CA",14 days ago,Technology,Private,15,15,137004 - 228336,154184.3016,[]
data scientist,NA,remote,"Remote, United States . Fully Remote",6 days ago,Technology,Private,45,45,118741 - 182674,133631.1214,[]
data scientist,senior,NA,"Dallas, TX",7 days ago,Healthcare,Public,"300,070","300,070",76206 - 203204,85762.2324,"['git', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'azure']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",a day ago,Finance,Public,"68,430",NA,24205,27240.307,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']"
data scientist,lead,NA,"Bengaluru, Karnataka, India",5 days ago,Finance,Public,"290,770","290,770",42738,48097.345199999996,"['sql', 'machine learning', 'tableau', 'python']"
data scientist,senior,NA,"San Diego, CA",4 days ago,Technology,Public,"27,440",NA,95583 - 172782,107569.1082,"['machine learning', 'python']"
data scientist,lead,on-site,"Stamford, CT",a month ago,Technology,Public,"3,305",NA,138011 - 166416,155317.5794,['python']
data scientist,senior,on-site,"Menlo Park, CA . On-site",a month ago,Finance,Public,"3,790","3,790",184499 - 217378,207635.1746,[]
data scientist,senior,remote,"Stockholm, Stockholm County, Sweden",7 days ago,Technology,Public,"131,970","131,970",52510,59094.754,"['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
data scientist,senior,remote,"Herndon, VA",a day ago,Technology,Public,"2,870",NA,123307 - 168973,138769.6978,"['pandas', 'numpy', 'aws', 'git', 'python', 'docker', 'linux', 'sklearn', 'machine learning', 'kubernetes', 'deep learning', 'azure', 'matplotlib']"
data scientist,senior,NA,"Chicago, IL",25 days ago,Technology,Private,"51,230","51,230",104727,117859.7658,"['java', 'machine learning', 'r', 'python']"
data scientist,NA,remote,NA,13 days ago,Technology,Private,330,330,87643,98633.4322,[]
data scientist,lead,hybrid,NA,9 days ago,Technology,Private,180,180,178100 - 205500,200433.74,[]
data scientist,senior,remote,"California, United States, Colorado, United States, Florida, United States, Georgia, United States, Illinois, United States, Massachusetts, United States, Nevada, United States, New Jersey, United States, New York, United States, North Carolina, United States, Oregon, United States, Pennsylvania, United States, South Carolina, United States, Texas, United States, Virginia, United States, Washington, United States . Fully Remote",14 days ago,Finance,Private,240,240,173535,195296.289,[]
data scientist,senior,hybrid,Greater Bengaluru Area . Hybrid,15 days ago,Technology,Private,950,950,2739979,3083572.3666,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']"
data scientist,midlevel,hybrid,"Bengaluru, Karnataka, India . Hybrid",2 days ago,Technology,Public,"195,020","195,020",34805,39169.547,"['numpy', 'spark', 'aws', 'python', 'neural network', 'database', 'machine learning', 'tensorflow']"
data scientist,senior,remote,"San Jose, California, United States . Fully Remote",8 days ago,Healthcare,Public,"4,570",NA,155272 - 182672,174743.1088,[]
data scientist,junior,NA,"London, England, United Kingdom",2 days ago,Finance,Public,"60,020","60,020",59680,67163.872,"['aws', 'machine learning', 'linux', 'python']"
data scientist,senior,remote,"Reston, VA",7 days ago,Finance,Public,"7,290",NA,108442 - 184349,122040.6268,"['r', 'python', 'sql', 'machine learning', 'database', 'azure']"
data scientist,senior,NA,"Cincinnati, OH",22 days ago,Technology,Public,"222,490",NA,135178,152129.3212,"['aws', 'python', 'machine learning', 'azure', 'deep learning']"
data scientist,senior,NA,United States,2 months ago,Technology,Public,"55,030","55,030",100472,113071.18879999999,"['sql', 'machine learning', 'r', 'python']"
data scientist,midlevel,remote,Brazil . Fully Remote,14 days ago,Technology,NA,Private,NA,25211,28372.4594,"['sql', 'machine learning', 'python']"
data scientist,midlevel,NA,"Singapore, Singapore",7 days ago,Technology,Private,"3,682","3,682",83973,94503.2142,['machine learning']
machine learning engineer,NA,on-site,"Boston, MA . On-site",6 days ago,Retail,Public,"17,030",NA,160750 - 170797,180908.05,[]
data scientist,senior,remote,"San Francisco, CA, US . Remote, US . Fully Remote",21 days ago,Technology,Public,"5,260","5,260",306626,345076.9004,[]
data scientist,senior,remote,"Toronto, Ontario, Canada",4 days ago,Technology,Public,"2,280",NA,45064 - 105142,50715.0256,"['sql', 'machine learning', 'python']"
data scientist,senior,hybrid,"San Francisco, California, United States . Hybrid",12 days ago,Technology,Private,15,15,173539 - 210072,195300.79059999998,[]
data scientist,senior,NA,"Colorado Springs, CO",2 months ago,Technology,Public,"16,060",NA,79192 - 138558,89122.6768,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'amazon', 'r', 'python', 'scikit-learn', 'scipy', 'linux', 'java', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow']"
data scientist,senior,on-site,"Bengaluru, Karnataka, India",2 months ago,Technology,Public,"125,010",NA,23903,26900.4362,"['spark', 'aws', 'r', 'python', 'sql', 'machine learning', 'database', 'hadoop', 'azure']"
machine learning engineer,NA,on-site,"Mountain View, California (HQ) . On-site",16 days ago,Technology,Private,900,900,126250 - 189589,142081.75,[]
data scientist,senior,hybrid,"Bentonville, AR . Hybrid",18 days ago,Retail,Public,NA,NA,82200 - 164400,92507.87999999999,"['spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
data scientist,lead,NA,"Bengaluru, Karnataka, India",a month ago,Retail,Public,"409,060","409,060",31966 - 58197,35974.5364,"['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']"
data scientist,midlevel,hybrid,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",17 days ago,Technology,Public,"27,060",NA,70878 - 160749,79766.10119999999,"['linux', 'machine learning', 'r', 'python']"
data scientist,senior,hybrid,"Hyderabad, Telangana, India . Chennai, Tamil Nadu, India . Hybrid",14 days ago,Technology,Public,"132,070","132,070",22839,25703.010599999998,"['aws', 'r', 'python', 'sql', 'gcp', 'machine learning', 'tableau']"
data scientist,junior,NA,"Berkeley, CA",2 months ago,Education,NA,"17,441","17,441",99741 - 189795,112248.5214,['machine learning']
data scientist,midlevel,remote,"Santo Domingo, Dominican Republic . Fully Remote",14 days ago,Technology,NA,Private,NA,25216,28378.0864,"['sql', 'machine learning', 'python']"
data scientist,junior,NA,"Madrid, Community of Madrid, Spain",5 days ago,Finance,Private,"312,040","312,040",28045,31561.842999999997,"['python', 'docker', 'kubernetes', 'machine learning', 'azure', 'deep learning']"
data scientist,senior,remote,"India, Hyderabad . Fully Remote",20 days ago,Technology,Private,900,900,39023,43916.4842,[]
data scientist,senior,on-site,"Gurgaon, Haryana, India",8 days ago,Healthcare,Public,"37,950",NA,29801 - 32905,33538.045399999995,"['python', 'machine learning', 'gcp', 'azure', 'deep learning', 'tensorflow']"
data scientist,lead,on-site,"San Diego, CA",3 days ago,Technology,Public,"17,070","17,070",145221,163431.7134,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,lead,remote,"Cambridge, MA",7 days ago,Healthcare,Public,"75,470","75,470",149787,168570.2898,"['pytorch', 'r', 'python', 'machine learning', 'tensorflow']"
data scientist,senior,on-site,"San Francisco, CA",2 months ago,Retail,Public,"117,010",NA,159293 - 211170,179268.34219999998,"['spark', 'sql', 'azure', 'python']"
data scientist,senior,on-site,"New York, New York, United States . On-site",23 days ago,Finance,Private,950,950,175364 - 219204,197354.6456,[]
data scientist,senior,on-site,"Mountain View, CA . San Bruno, CA",4 days ago,Technology,Public,"258,760","258,760",151616 - 222855,170628.6464,"['sql', 'r', 'python']"
data scientist,senior,on-site,"Bellevue, WA",16 days ago,Retail,Public,NA,NA,142483 - 284961,160350.3682,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Whitehouse Station, NJ . Philadelphia, PA . Jersey City, NJ . Philadelphia, Pennsylvania, Amerika Serikat . Whitehouse Station, New Jersey, Amerika Serikat",3 months ago,Finance,Public,"29,400",NA,96818 - 165318,108958.9772,"['database', 'sql', 'machine learning', 'python']"
data scientist,midlevel,NA,"Cary, NC",19 days ago,Technology,Public,"97,300","97,300",37995 - 64591,42759.573,[]
machine learning engineer,NA,hybrid,"Boston, MA . Hybrid",22 days ago,Retail,Public,"17,020",NA,160748 - 170795,180905.79919999998,[]
data scientist,lead,NA,"Hyderabad, Telangana, India",7 days ago,Technology,Private,180,180,19780,22260.412,"['aws', 'r', 'python', 'sql', 'machine learning', 'azure', 'tableau']"
machine learning engineer,senior,NA,"Bengaluru, Karnataka, India",14 days ago,Technology,Public,"492,235","492,235",10524 - 26185,11843.7096,"['sql', 'python']"
data scientist,NA,hybrid,"Toronto, Canada . Hybrid",7 days ago,Technology,Public,"5,010","5,010",98640 - 123300,111009.45599999999,[]
data scientist,senior,NA,"Plano, TX",8 days ago,Technology,Public,"17,020","17,020",168969,190157.7126,"['spark', 'r', 'python', 'sql', 'tableau']"
data scientist,senior,on-site,"Mountain View, CA",5 days ago,Technology,Public,"258,800","258,800",128780 - 184493,144929.012,"['sql', 'r', 'python']"
data scientist,lead,hybrid,"Mountain View, CA, US . San Francisco, CA, US . Hybrid",9 days ago,Technology,Private,"2,760","2,760",251171,282667.8434,[]
data scientist,senior,remote,"Lima, Peru",5 days ago,Technology,NA,Private,NA,7679,8641.9466,"['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']"
data scientist,senior,remote,"East Hanover, NJ",14 days ago,Healthcare,Public,"107,690","107,690",104122 - 192715,117178.8988,"['gcp', 'database']"
data scientist,senior,NA,"Mountain View, CA",a month ago,Technology,Public,"17,020","17,020",173539,195300.79059999998,"['sql', 'machine learning', 'r', 'python']"
data scientist,lead,on-site,"Colorado Springs, CO",8 days ago,Finance,Private,"33,020","33,020",150503 - 287666,169376.07619999998,"['r', 'python', 'sql', 'database', 'machine learning']"
data scientist,senior,NA,"Albany, NY",2 months ago,Healthcare,Public,"300,060","300,060",131709 - 263411,148225.3086,"['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
data scientist,senior,NA,"McLean, VA",2 months ago,Technology,Public,"27,450",NA,115177 - 208199,129620.1958,"['pandas', 'numpy', 'r', 'python', 'sql', 'tableau']"
data scientist,lead,NA,"Boise, ID",a month ago,Finance,Public,"11,060","11,060",100474,113073.4396,"['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,hybrid,"Bengaluru, Karnataka, India . Hybrid",7 days ago,Finance,Public,"68,420",NA,24200,27234.68,"['pytorch', 'aws', 'python', 'sql', 'gcp', 'azure', 'tensorflow']"
data scientist,senior,hybrid,"Dublin, County Dublin, Ireland . Hybrid",14 days ago,Healthcare,Public,"37,950",NA,67973 - 93598,76496.8142,"['git', 'r', 'python', 'hadoop', 'deep learning', 'keras', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Mountain View, CA",a month ago,Technology,Public,"258,810","258,810",207333 - 292272,233332.5582,"['sql', 'r', 'python']"
data scientist,senior,remote,"Gurugram, Haryana, India . Madurai, Tamil Nadu, India . Jaipur, Rajasthan, India . Chandigarh, India . Mumbai, Maharashtra, India + 34 More",7 days ago,Technology,Private,950,950,24358,27412.493199999997,"['scikit-learn', 'python', 'airflow', 'sql', 'machine learning']"
data scientist,senior,NA,"Fort Meade, MD",8 days ago,Technology,Private,"5,010","5,010",133347 - 213720,150068.7138,['tableau']
data scientist,senior,NA,"Hyderabad, Telangana, India",a month ago,Technology,Private,180,180,19777,22257.035799999998,"['pytorch', 'aws', 'python', 'docker', 'gcp', 'kubernetes', 'azure', 'tensorflow']"
machine learning engineer,senior,on-site,"Mountain View, California (HQ) . On-site",7 days ago,Technology,Private,900,900,203472 - 304988,228987.3888,[]
data scientist,senior,hybrid,"Redmond, WA . Hybrid",2 days ago,Technology,Public,"182,328","182,328",136788,153941.2152,"['sql', 'azure', 'machine learning', 'python']"
data scientist,senior,hybrid,"Brooklyn Park, MN . Hybrid",7 days ago,Retail,Public,"409,050","409,050",86770 - 156183,97650.958,"['spark', 'r', 'python', 'scala', 'java', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,hybrid,"Alpharetta, GA . Hybrid",7 days ago,Technology,Public,"261,040","261,040",85855 - 150244,96621.21699999999,"['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",7 days ago,Technology,Public,"524,568","524,568",33043 - 52693,37186.5922,"['pandas', 'pytorch', 'r', 'python', 'java', 'database', 'keras', 'machine learning', 'matplotlib', 'tensorflow']"
machine learning engineer,senior,NA,"College Park, MD",21 days ago,Technology,Private,"5,060","5,060",73068 - 116908,82230.7272,"['pytorch', 'python', 'java', 'keras', 'machine learning', 'tensorflow']"
data scientist,senior,on-site,"New York, NY",18 days ago,Retail,Public,"55,100","55,100",158013 - 180298,177827.8302,"['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']"
data scientist,senior,hybrid,"Mountain View, California, USA . Hybrid",9 days ago,Technology,Private,"2,810","2,810",236556,266220.1224,[]
data scientist,senior,NA,"Tallinn, Harjumaa, Estonia",7 days ago,Technology,Private,"3,760","3,760",61775,69521.58499999999,"['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'airflow', 'machine learning']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",a month ago,Retail,Public,"409,040","409,040",31971 - 58202,35980.1634,"['pytorch', 'python', 'docker', 'sql', 'machine learning', 'kubernetes', 'hadoop', 'deep learning', 'tensorflow']"
data scientist,senior,on-site,"Washington, DC . On-site",7 days ago,Technology,Public,"26,010","26,010",109604 - 146136,123348.3416,['machine learning']
data scientist,senior,hybrid,"Fort Belvoir, VA . Reston, VA . Hybrid",20 days ago,Technology,Public,"27,010",NA,90421 - 205500,101759.7934,"['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,senior,hybrid,"San Francisco, CA, US . Seattle, WA, US . Palo Alto, CA, US . Hybrid",19 hours ago,Technology,Public,"5,300","5,300",306623,345073.5242,[]
data scientist,lead,on-site,"New York, NY",16 days ago,Retail,Public,"55,110","55,110",262862 - 300034,295824.8948,"['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
data scientist,senior,on-site,"San Jose, CA",6 days ago,Retail,Public,"55,130","55,130",132526 - 151250,149144.7604,"['pytorch', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']"
data scientist,senior,hybrid,"Alpharetta, GA . Hybrid",7 days ago,Technology,Public,"261,010","261,010",85862 - 150251,96629.09479999999,"['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
data scientist,senior,on-site,"Sunnyvale, CA",21 days ago,Retail,Public,NA,NA,106860 - 213719,120260.24399999999,"['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
data scientist,senior,NA,"Bengaluru East, Karnataka, India",6 days ago,Technology,Public,"261,040","261,040",9582,10783.5828,"['aws', 'r', 'python', 'sql', 'neural network', 'gcp', 'azure']"
data scientist,senior,hybrid,"Hartford, CT . Chicago, IL . Charlotte, NC . Columbus, OH . Hybrid",7 days ago,Finance,Public,"18,190","18,190",100028 - 150042,112571.5112,['machine learning']
data scientist,NA,hybrid,"Toronto, Canada . Hybrid",7 days ago,Technology,Public,"5,040","5,040",98648 - 123308,111018.4592,[]
data scientist,senior,on-site,"Linthicum Heights, MD . On-site",14 days ago,Technology,Public,"97,050","97,050",164039 - 246056,184609.4906,['r']
data scientist,lead,on-site,"North Chicago, IL",a month ago,Healthcare,Public,"49,360","49,360",137007,154187.6778,[]
data scientist,midlevel,remote,"San Juan, Puerto Rico . Fully Remote",14 days ago,Technology,NA,Private,NA,25214,28375.8356,"['sql', 'machine learning', 'python']"
data scientist,senior,on-site,"Overland Park, KS . Bellevue, WA . Frisco, TX",3 months ago,Technology,Public,"83,560",NA,116363 - 209887,130954.9202,"['aws', 'r', 'python', 'sql', 'machine learning', 'deep learning', 'azure']"
data scientist,senior,NA,"San Francisco, CA",21 days ago,Technology,Public,"17,070","17,070",168968,190156.58719999998,"['r', 'python', 'sql', 'machine learning', 'tableau']"
data scientist,senior,NA,"Hyderabad, Telangana, India",14 days ago,Technology,Public,"524,608","524,608",27279 - 52700,30699.7866,"['database', 'machine learning', 'java']"
data scientist,senior,hybrid,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,Technology,Private,"3,760","3,760",61778,69524.96119999999,"['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']"
data scientist,senior,NA,"Mountain View, CA",7 days ago,Technology,Public,"17,050","17,050",168967,190155.4618,"['sql', 'machine learning', 'tableau', 'python']"
machine learning engineer,senior,on-site,"Taipei, Taiwan . On-site",a month ago,Technology,Private,530,530,36345,40902.663,[]
data scientist,senior,NA,"Brooklyn, NY",14 days ago,Energy,Public,"6,190",NA,127871 - 166230,143906.0234,"['sql', 'python']"
data scientist,midlevel,NA,"Mumbai, Maharashtra, India",7 days ago,Finance,Public,"290,800","290,800",33751,37983.3754,"['spark', 'sql', 'machine learning', 'python']"
data scientist,midlevel,NA,"Amsterdam, North Holland, Netherlands",a month ago,Technology,Private,900,900,49109,55267.268599999996,"['machine learning', 'python']"
data scientist,senior,remote,Mumbai Metropolitan Region . Fully Remote,2 months ago,Technology,Private,"263,610","263,610",4055 - 10055,4563.496999999999,"['pandas', 'numpy', 'pytorch', 'scipy', 'opencv', 'hadoop', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
data scientist,lead,on-site,"Plano, TX . On-site",5 days ago,Finance,Public,"290,750","290,750",137008,154188.8032,"['amazon', 'spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure']"
data scientist,junior,on-site,"Jersey City, NJ . Whitehouse Station, NJ . Simsbury, CT . Philadelphia, PA",a month ago,Finance,Public,"29,410",NA,79463 - 135176,89427.6602,"['pandas', 'numpy', 'pytorch', 'spark', 'scikit-learn', 'python', 'linux', 'airflow', 'sql', 'machine learning', 'database', 'azure', 'tensorflow']"
data scientist,senior,on-site,"Mountain View, CA",4 days ago,Technology,Public,"17,020","17,020",163490 - 170340,183991.64599999998,"['sql', 'machine learning', 'r', 'python']"
data scientist,lead,on-site,"San Francisco, CA",14 days ago,Technology,Public,"94,560","94,560",231078 - 286791,260055.1812,['machine learning']
data scientist,senior,hybrid,"San Francisco, CA . Hybrid",12 days ago,Finance,Private,780,780,204593 - 281312,230248.96219999998,[]
data scientist,senior,NA,"Raleigh, NC",6 days ago,Technology,Public,"10,040",NA,99557,112041.4478,"['spark', 'aws', 'r', 'python', 'machine learning', 'hadoop', 'deep learning']"
data scientist,senior,NA,"Bengaluru, Karnataka, India",21 days ago,Technology,Private,"3,550","3,550",19234,21645.9436,"['pytorch', 'aws', 'git', 'python', 'docker', 'sql', 'machine learning', 'gcp', 'deep learning', 'keras', 'azure', 'tensorflow', 'tableau']"
data scientist,lead,on-site,"McLean, VA",18 days ago,Retail,Public,"55,100","55,100",262864 - 300036,295827.1456,"['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
data scientist,senior,on-site,"San Jose, CA . Austin, TX",7 days ago,Technology,Public,"21,260","21,260",117457 - 213904,132186.1078,"['sql', 'python']"
data scientist,senior,hybrid,"San Francisco, CA . Hybrid",12 days ago,Finance,Private,780,780,204590 - 281309,230245.58599999998,[]
data scientist,lead,on-site,"McLean, VA",21 days ago,Retail,Public,"55,100","55,100",262861 - 300033,295823.7694,"['aws', 'r', 'python', 'scala', 'machine learning', 'database', 'deep learning']"
machine learning engineer,senior,on-site,"South San Francisco, CA . New York, NY",4 days ago,Technology,Private,"14,060","14,060",177193,199413.0022,"['pytorch', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']"
data scientist,senior,hybrid,"San Francisco, CA . Hybrid",7 days ago,Technology,Public,"5,020","5,020",135174 - 168967,152124.8196,[]
data scientist,senior,remote,"Bogota, D.C., Capital District, Colombia",5 days ago,Technology,NA,Private,NA,7680,8643.072,"['pandas', 'numpy', 'python', 'sklearn', 'machine learning', 'matplotlib']"
data scientist,midlevel,remote,"San Francisco, CA . Atlanta, GA . Portland, OR . Seattle, WA . Pittsburgh, PA + 2 More",11 days ago,Technology,Public,"55,040","55,040",118739,133628.8706,['machine learning']
data scientist,midlevel,on-site,"San Francisco, CA",a month ago,Technology,Public,"94,540","94,540",132439 - 186325,149046.8506,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,on-site,"Sunnyvale, CA",12 days ago,Retail,Public,NA,NA,118736 - 237469,133625.4944,"['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'tensorflow']"
data scientist,senior,hybrid,"Dublin, County Dublin, Ireland . Hybrid",3 days ago,Healthcare,Public,"37,990",NA,52987,59631.5698,"['aws', 'r', 'python', 'airflow', 'sql', 'machine learning', 'azure', 'tableau']"
data scientist,senior,remote,NA,6 days ago,Technology,Private,45,45,146136 - 159836,164461.4544,[]
data scientist,senior,NA,"South San Francisco, CA",a month ago,Healthcare,Private,250,250,109602 - 168968,123346.09079999999,"['r', 'python']"
data scientist,senior,NA,"Singapore, Singapore",3 days ago,Technology,Public,"40,040","40,040",85616,96352.24639999999,"['git', 'python', 'java', 'sql', 'machine learning']"
data scientist,senior,on-site,"Bentonville, AR",14 days ago,Retail,Public,NA,NA,100468 - 200934,113066.6872,"['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
data scientist,midlevel,hybrid,"Arlington, VA . Hybrid",6 days ago,Technology,Public,"27,030",NA,70880 - 160751,79768.352,"['spark', 'r', 'python', 'sql', 'hadoop', 'machine learning']"
data scientist,midlevel,NA,"Kochi, Kerala, India",14 days ago,Technology,Public,"492,195","492,195",12728 - 26188,14324.091199999999,"['aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'hadoop', 'azure', 'tableau']"
data scientist,senior,hybrid,"New York, NY . Hybrid",2 months ago,Healthcare,Public,"300,010","300,010",101605 - 203204,114346.26699999999,"['pytorch', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure']"
data scientist,senior,NA,"Bengaluru East, Karnataka, India",5 days ago,Technology,Public,"261,060","261,060",9587,10789.209799999999,['machine learning']
data scientist,midlevel,hybrid,"Washington, DC . Hybrid",14 days ago,Technology,Public,"27,070",NA,70883 - 160754,79771.7282,"['machine learning', 'tableau', 'python']"
data scientist,senior,hybrid,"Sevilla La Nueva, Community of Madrid, Spain . Hybrid",14 days ago,Technology,Private,"263,590","263,590",32155,36187.237,"['pytorch', 'aws', 'r', 'python', 'docker', 'opencv', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'tensorflow']"
data scientist,senior,hybrid,"Chantilly, VA . Hybrid",7 days ago,Technology,Public,"27,050",NA,90426 - 205505,101765.4204,"['r', 'python', 'java', 'sql', 'database', 'tableau']"
data scientist,midlevel,on-site,"Riverside, CA . On-site",a month ago,Technology,Public,"20,010",NA,82476,92818.4904,"['pytorch', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure', 'tensorflow']"
data scientist,lead,on-site,"Colorado Springs, CO",14 days ago,Finance,Private,"33,010","33,010",137005,154185.427,"['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
data scientist,midlevel,on-site,"Los Angeles, CA",18 days ago,Technology,Public,"94,590","94,590",158014 - 221034,177828.9556,"['sql', 'machine learning', 'r', 'python']"
data scientist,senior,NA,"Fort Meade, MD",7 days ago,Technology,Private,"5,060","5,060",102293 - 163486,115120.5422,['tableau']
